"Informazioni cronologiche","Anno di nascita:","Genere in cui ti identifichi:","Ultimo titolo di studio conseguito:","Quante ore al giorno mediamente utilizzi lo smartphone?","Per cosa utilizzi principalmente lo smartphone?","Quante ore al giorno mediamente utilizzi il computer?","Per cosa utilizzi principalmente il computer?","Primo dispositivo digitale utilizzato:","Età dell'utilizzo del primo dispositivo digitale:","Dove hai imparato ad utilizzare il primo dispositivo digitale?","Oggi come ti approcci ad una nuova app/software/dispositivo?","Quanto spesso i tuoi genitori ti chiedono aiuto per utilizzare un dispositivo digitale?","Per quante ore al giorno pensi che i tuoi genitori utilizzino mediamente lo smartphone?","Per cosa pensi che i tuoi genitori utilizzino principalmente i dispositivi digitali?"
"2021/12/02 10:55:23 AM CET","1997-10-23","F","Laurea triennale;","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Lavoro;","più di 7.","Studio (note taking, consultazione libri e appunti, etc);Lavoro;","Smartphone;","da 10 a 13 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Approccio diretto e intuitivo;","1","più di 7.","Lavoro;;Social (Facebook, Instagram, YouTube, etc);"
"2021/12/02 11:00:08 AM CET","1985-01-01","M","Laurea magistrale o laurea a ciclo unico.","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);;Fotocamera e/o videocamera;;Intrattenimento (Streaming di film, serie tv e/o video, gaming);","1 o 2 ore;","Studio (note taking, consultazione libri e appunti, etc);Lavoro;;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Streaming di film, serie tv e/o video;","Computer;","da 14 a 16 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Approccio diretto e intuitivo;","3","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/02 11:00:13 AM CET","1996-06-05","F","Laurea magistrale o laurea a ciclo unico.","da 6 a 7;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);;Intrattenimento (Streaming di film, serie tv e/o video, gaming);","da 3 a 5 ore;","Studio (note taking, consultazione libri e appunti, etc);Streaming di film, serie tv e/o video;","Smartphone;","da 10 a 13 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Guardando un tutorial online;","5","1 o 2 ore;","Social (Facebook, Instagram, YouTube, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);"
"2021/12/02 11:35:17 AM CET","2001-02-16","F","Diploma di scuola superiore;","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Intrattenimento (Streaming di film, serie tv e/o video, gaming);","da 3 a 5 ore;","Studio (note taking, consultazione libri e appunti, etc);Streaming di film, serie tv e/o video;","Smartphone;","da 10 a 13 anni;","Approccio diretto e intuitivo;","Approccio diretto e intuitivo;","3","1 o 2 ore;","Lavoro;;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Fotografia;"
"2021/12/02 11:38:21 AM CET","2001-09-12","F","Diploma di scuola superiore;","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Intrattenimento (Streaming di film, serie tv e/o video, gaming);","da 3 a 5 ore;","Studio (note taking, consultazione libri e appunti, etc);Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);","Computer;","da 10 a 13 anni;","Per imitazione, senza chiedere aiuto;","Approccio diretto e intuitivo;","3","1 o 2 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/02 11:40:18 AM CET","2001-03-29","F","Diploma di scuola superiore;","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);","più di 7.","Studio (note taking, consultazione libri e appunti, etc);Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);","Tablet;","da 14 a 16 anni;","Per imitazione, senza chiedere aiuto;","Approccio diretto e intuitivo;","4","da 3 a 5 ore;","Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);"
"2021/12/02 12:12:54 PM CET","1996-02-14","M","Laurea magistrale o laurea a ciclo unico.","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);;Fotocamera e/o videocamera;;Intrattenimento (Streaming di film, serie tv e/o video, gaming);;Lavoro;","da 6 a 7;","Lavoro;;Streaming di film, serie tv e/o video;","Computer;","da 6 a 9 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Approccio diretto e intuitivo;","3","da 6 a 7;","Lavoro;;Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);"
"2021/12/02 12:46:13 PM CET","1996-07-28","M","Laurea magistrale o laurea a ciclo unico.","1 o 2 ore;","Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Fotocamera e/o videocamera;","da 3 a 5 ore;","Studio (note taking, consultazione libri e appunti, etc);Streaming di film, serie tv e/o video;","Computer;","da 10 a 13 anni;","Approccio diretto e intuitivo;","Approccio diretto e intuitivo;","5","da 3 a 5 ore;","Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/02 12:49:34 PM CET","1009-01-03","F","Laurea magistrale o laurea a ciclo unico.","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);","da 3 a 5 ore;","Studio (note taking, consultazione libri e appunti, etc)","Smartphone;","da 14 a 16 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Chiedendo a qualcuno;","4","1 o 2 ore;","Lavoro;;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/02 1:07:03 PM CET","1993-06-25","M","Licenza media;","da 3 a 5 ore;","Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Fotocamera e/o videocamera;;Lavoro;","","","","da 14 a 16 anni;","Approccio diretto e intuitivo;","Approccio diretto e intuitivo;","4","da 6 a 7;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);;Fotografia;"
"2021/12/02 2:33:42 PM CET","1997-04-27","F","Laurea triennale;","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);;Lavoro;","da 3 a 5 ore;","Studio (note taking, consultazione libri e appunti, etc);Lavoro;","Smartphone;","da 10 a 13 anni;","Approccio diretto e intuitivo;","Approccio diretto e intuitivo;","4","1 o 2 ore;","Lavoro;;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/02 3:55:52 PM CET","1992-05-17","F","Laurea magistrale o laurea a ciclo unico.","1 o 2 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);","da 6 a 7;","Studio (note taking, consultazione libri e appunti, etc);Lavoro;","Computer;","< 6 anni;","Approccio diretto e intuitivo;","Guardando un tutorial online;","3","1 o 2 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/02 4:46:54 PM CET","2002-07-31","F","Diploma di scuola superiore;","più di 7.","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);","da 6 a 7;","Studio (note taking, consultazione libri e appunti, etc);Streaming di film, serie tv e/o video;","Smartphone;","da 10 a 13 anni;","Per imitazione, senza chiedere aiuto;","Approccio diretto e intuitivo;","5","1 o 2 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/02 8:32:27 PM CET","1999-05-18","F","Diploma di scuola superiore;","1 o 2 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);","da 3 a 5 ore;","Studio (note taking, consultazione libri e appunti, etc);Streaming di film, serie tv e/o video;;Scrittura","Smartphone;","da 6 a 9 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Chiedendo a qualcuno;","2","da 3 a 5 ore;","Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);;Intrattenimento (Streaming di film, serie tv e/o video, gaming, etc);"
"2021/12/02 10:04:43 PM CET","1989-07-29","F","Laurea magistrale o laurea a ciclo unico.","più di 7.","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);;Fotocamera e/o videocamera;;Lavoro;","1 o 2 ore;","Lavoro;","Console (videogiochi);","da 10 a 13 anni;","Approccio diretto e intuitivo;","Approccio diretto e intuitivo;","4","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/03 12:21:42 AM CET","1996-12-25","F","Laurea triennale;","da 3 a 5 ore;","Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Intrattenimento (Streaming di film, serie tv e/o video, gaming);","da 3 a 5 ore;","Studio (note taking, consultazione libri e appunti, etc)","Computer;","da 10 a 13 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Approccio diretto e intuitivo;","5","da 3 a 5 ore;","Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/03 12:47:15 AM CET","1992-10-08","M","Laurea magistrale o laurea a ciclo unico.","da 6 a 7;","Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Lavoro;","da 3 a 5 ore;","Lavoro;","Computer;","da 14 a 16 anni;","Approccio diretto e intuitivo;","Approccio diretto e intuitivo;","0","1 o 2 ore;","Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/03 9:45:16 AM CET","1997-01-01","F","Diploma di scuola superiore;","da 3 a 5 ore;","Studio;;Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);","da 6 a 7;","Studio (note taking, consultazione libri e appunti, etc);Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Streaming di film, serie tv e/o video;","Smartphone;","da 10 a 13 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Approccio diretto e intuitivo;","3","da 3 a 5 ore;","Lavoro;;Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Fotografia;"
"2021/12/03 12:19:09 PM CET","1996-12-17","M","Diploma di scuola superiore;","da 3 a 5 ore;","Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);","più di 7.","Lavoro;;Streaming di film, serie tv e/o video;","Computer;","da 6 a 9 anni;","A scuola, con gli insegnanti;","Approccio diretto e intuitivo;","4","1 o 2 ore;","Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Fotografia;"
"2021/12/03 2:11:36 PM CET","2001-12-01","M","Diploma di scuola superiore;","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);","più di 7.","Studio (note taking, consultazione libri e appunti, etc);Streaming di film, serie tv e/o video;","Computer;","da 6 a 9 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Approccio diretto e intuitivo;","2","1 o 2 ore;","Lavoro;;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/03 3:01:42 PM CET","2004-03-24","M","Licenza media;","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);","da 3 a 5 ore;","Studio (note taking, consultazione libri e appunti, etc);Streaming di film, serie tv e/o video;","Tablet;","da 10 a 13 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Approccio diretto e intuitivo;","3","da 3 a 5 ore;","Lavoro;;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/03 3:29:03 PM CET","1998-11-12","M","Laurea triennale;","1 o 2 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);","da 6 a 7;","Studio (note taking, consultazione libri e appunti, etc)","Smartphone;","da 10 a 13 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Guardando un tutorial online;","2","1 o 2 ore;","Lavoro;;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/03 6:46:49 PM CET","1997-07-24","M","Laurea triennale;","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);","da 3 a 5 ore;","Studio (note taking, consultazione libri e appunti, etc);Social (Facebook, Instagram, YouTube, etc);","Computer;","< 6 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Approccio diretto e intuitivo;","3","da 3 a 5 ore;","Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/06 5:09:35 PM CET","2006-05-22","M","Licenza media;","da 3 a 5 ore;","Studio;;Intrattenimento (Streaming di film, serie tv e/o video, gaming);","1 o 2 ore;","Studio (note taking, consultazione libri e appunti, etc)","Console (videogiochi);","da 6 a 9 anni;","Approccio diretto e intuitivo;","Approccio diretto e intuitivo;","2","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Intrattenimento (Streaming di film, serie tv e/o video, gaming, etc);"
"2021/12/06 5:13:20 PM CET","2009-04-28","F","Licenza media;","da 3 a 5 ore;","Studio ed intrattenimento ","1 o 2 ore;","Studio (note taking, consultazione libri e appunti, etc)","Smartphone;","da 10 a 13 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Guardando un tutorial online;","3","1 o 2 ore;","Lavoro;;Fotografia;"
"2021/12/06 5:14:59 PM CET","2007-07-07","M","Licenza media;","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);","","Non c'è l'ho","Tablet;","da 10 a 13 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Chiedendo a qualcuno;","5","da 6 a 7;","Lavoro;;Social (Facebook, Instagram, YouTube, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);;Intrattenimento (Streaming di film, serie tv e/o video, gaming, etc);"
"2021/12/06 5:21:40 PM CET","2007-08-29","M","Licenza media;","1 o 2 ore;","Studio;;Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);;Fotocamera e/o videocamera;;Intrattenimento (Streaming di film, serie tv e/o video, gaming);","1 o 2 ore;","Studio (note taking, consultazione libri e appunti, etc);Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);;Streaming di film, serie tv e/o video;","Console (videogiochi);","da 6 a 9 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Approccio diretto e intuitivo;","2","1 o 2 ore;","Lavoro;;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);;Fotografia;"
"2021/12/06 5:25:05 PM CET","2007-09-18","F","Licenza media;","1 o 2 ore;","Studio;;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);","1 o 2 ore;","Studio (note taking, consultazione libri e appunti, etc);Bricolage","Smartphone;","da 10 a 13 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Chiedendo a qualcuno;","4","1 o 2 ore;","Lavoro;;Fotografia;"
"2021/12/06 5:36:42 PM CET","2007-01-01","M","Licenza media;","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);","1 o 2 ore;","Studio (note taking, consultazione libri e appunti, etc)","Tablet;","da 10 a 13 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Chiedendo a qualcuno;","2","da 3 a 5 ore;","Lavoro;"
"2021/12/06 5:46:46 PM CET","2007-01-21","M","Licenza media;","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Fotocamera e/o videocamera;","da 3 a 5 ore;","Studio (note taking, consultazione libri e appunti, etc)","Tablet;","da 6 a 9 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Leggendo la documentazione;","4","1 o 2 ore;","Lavoro;;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/06 6:15:27 PM CET","2007-04-04","M","Licenza media;","1 o 2 ore;","Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);;Intrattenimento (Streaming di film, serie tv e/o video, gaming);","1 o 2 ore;","Studio (note taking, consultazione libri e appunti, etc)","Console (videogiochi);","da 10 a 13 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Leggendo la documentazione;","2","da 3 a 5 ore;","Lavoro;;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);;Intrattenimento (Streaming di film, serie tv e/o video, gaming, etc);"
"2021/12/06 10:57:06 PM CET","2004-01-01","M","Licenza media;","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);","1 o 2 ore;","Studio (note taking, consultazione libri e appunti, etc);Lavoro;","Smartphone;","da 6 a 9 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Approccio diretto e intuitivo;","3","1 o 2 ore;","Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/07 3:10:54 PM CET","2007-03-19","M","Licenza media;","1 o 2 ore;","Social (Facebook, Instagram, YouTube, etc);;cose private","1 o 2 ore;","Studio (note taking, consultazione libri e appunti, etc);Streaming di film, serie tv e/o video;","Smartphone;","da 10 a 13 anni;","Approccio diretto e intuitivo;","Approccio diretto e intuitivo;","5","1 o 2 ore;","Lavoro;"
"2021/12/07 3:37:09 PM CET","2007-05-04","M","Licenza media;","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);","1 o 2 ore;","Studio (note taking, consultazione libri e appunti, etc)","Console (videogiochi);","da 6 a 9 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Leggendo la documentazione;","3","1 o 2 ore;","Lavoro;;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/08 10:56:34 AM CET","2007-04-07","M","Licenza media;","1 o 2 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);","1 o 2 ore;","Studio (note taking, consultazione libri e appunti, etc)","Console (videogiochi);","da 10 a 13 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Approccio diretto e intuitivo;","3","1 o 2 ore;","Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);"
"2021/12/08 1:35:26 PM CET","2007-04-05","F","Licenza media;","da 3 a 5 ore;","Studio;;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);;Fotocamera e/o videocamera;;musica","1 o 2 ore;","Studio (note taking, consultazione libri e appunti, etc)","Tablet;","da 10 a 13 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Approccio diretto e intuitivo;","3","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/09 11:05:03 AM CET","2007-08-24","F","Licenza media;","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Intrattenimento (Streaming di film, serie tv e/o video, gaming);","1 o 2 ore;","Studio (note taking, consultazione libri e appunti, etc);Streaming di film, serie tv e/o video;","Smartphone;","da 10 a 13 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Approccio diretto e intuitivo;","3","1 o 2 ore;","Lavoro;;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/09 11:06:25 AM CET","2007-02-13","M","Licenza media;","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);","1 o 2 ore;","Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);","Console (videogiochi);","da 6 a 9 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Per imitazione, senza chiedere aiuto;","5","1 o 2 ore;","Lavoro;"
"2021/12/09 11:06:29 AM CET","2021-12-09","M","Licenza media;","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Intrattenimento (Streaming di film, serie tv e/o video, gaming);","1 o 2 ore;","Studio (note taking, consultazione libri e appunti, etc)","Console (videogiochi);","da 6 a 9 anni;","Approccio diretto e intuitivo;","Guardando un tutorial online;","5","1 o 2 ore;","Lavoro;;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/09 11:06:42 AM CET","2013-07-01","M","Licenza media;","1 o 2 ore;","Social (Facebook, Instagram, YouTube, etc);;Intrattenimento (Streaming di film, serie tv e/o video, gaming);","1 o 2 ore;","Studio (note taking, consultazione libri e appunti, etc)","Computer;","da 10 a 13 anni;","Approccio diretto e intuitivo;","Approccio diretto e intuitivo;","2","1 o 2 ore;","Lavoro;;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/09 11:07:12 AM CET","2007-09-27","M","Licenza media;","1 o 2 ore;","Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);;Intrattenimento (Streaming di film, serie tv e/o video, gaming);","1 o 2 ore;","Streaming di film, serie tv e/o video;","Smartphone;","da 10 a 13 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Guardando un tutorial online;","4","1 o 2 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);"
"2021/12/09 11:07:12 AM CET","2007-08-19","M","Licenza media;","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);","1 o 2 ore;","Studio (note taking, consultazione libri e appunti, etc);Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);","Smartphone;","da 10 a 13 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Approccio diretto e intuitivo;","3","1 o 2 ore;","Lavoro;;Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/09 11:07:33 AM CET","2021-12-09","M","Licenza media;","1 o 2 ore;","Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);","1 o 2 ore;","Studio (note taking, consultazione libri e appunti, etc)","Console (videogiochi);","da 6 a 9 anni;","Approccio diretto e intuitivo;","Approccio diretto e intuitivo;","3","da 3 a 5 ore;","Lavoro;;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
"2021/12/09 11:07:55 AM CET","2007-04-01","M","Licenza media;","da 6 a 7;","Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);;Intrattenimento (Streaming di film, serie tv e/o video, gaming);","1 o 2 ore;","Studio (note taking, consultazione libri e appunti, etc)","Computer;","da 6 a 9 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Approccio diretto e intuitivo;","0","","Lavoro;;Social (Facebook, Instagram, YouTube, etc);"
"2021/12/09 11:08:22 AM CET","2007-08-07","M","Licenza media;","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Fotocamera e/o videocamera;;Intrattenimento (Streaming di film, serie tv e/o video, gaming);","1 o 2 ore;","Studio (note taking, consultazione libri e appunti, etc);Social (Facebook, Instagram, YouTube, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);;Streaming di film, serie tv e/o video;","Console (videogiochi);","< 6 anni;","Per imitazione, senza chiedere aiuto;","Per imitazione, senza chiedere aiuto;","3","più di 7.","Lavoro;;Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Fotografia;"
"2021/12/09 11:09:04 AM CET","2007-06-01","F","Licenza media;","più di 7.","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);","da 3 a 5 ore;","Studio (note taking, consultazione libri e appunti, etc);Streaming di film, serie tv e/o video;","Smartphone;","da 10 a 13 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Guardando un tutorial online;","2","da 3 a 5 ore;","Lavoro;;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);"
"2021/12/09 11:09:13 AM CET","2007-07-31","M","Licenza media;","da 3 a 5 ore;","Social (Facebook, Instagram, YouTube, etc);;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);;Applicazioni di navigazione (Google Maps, Mappe, Waze, Moovit, etc);;Intrattenimento (Streaming di film, serie tv e/o video, gaming);","1 o 2 ore;","Studio (note taking, consultazione libri e appunti, etc);Streaming di film, serie tv e/o video;","Tablet;","da 6 a 9 anni;","Ambiente familiare (genitori, fratelli/sorelle maggiori, etc);","Chiedendo a qualcuno;","3","da 3 a 5 ore;","Lavoro;;Messaggistica (SMS, WhatsApp, Telegram, Facebook Messanger, etc);"
